,标识符,机型,始发地,出发,到达
2151,CSZ9672,A320,Harbin Taiping Int'l (HRB / ZYHB),Sun 01:40PM CST,Sun 05:51PM CST
2152,CES9692,B738,Wenzhou Int'l (WNZ / ZSWZ),Sun 04:05PM CST,Sun 05:51PM CST
2153,CES2870,A320,Huai'an Lianshui (HIA / ZSSH),Sun 03:46PM CST,Sun 05:49PM CST
2154,CES6734,B738,Wuhan Tianhe (WUH / ZHHH),Sun 04:15PM CST,Sun 05:48PM CST
2155,CSN3302,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Sun 02:58PM CST,Sun 05:45PM CST
2156,CSH9313,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 03:45PM CST,Sun 05:45PM CST
2157,CSN6564,A319,Anshan (AOG / ZYAS),Sun 02:05PM CST,Sun 05:43PM CST
2158,CSZ9974,A320,Jinan Yaoqiang (TNA / ZSJN),Sun 03:17PM CST,Sun 05:42PM CST
2159,CCA1327,A330,Beijing Capital Int'l (PEK / ZBAA),Sun 02:39PM CST,Sun 05:40PM CST
2160,CSN3378,B738,Yichang (YIH / ZHYC),Sun 04:04PM CST,Sun 05:39PM CST
2161,CSN6783,A321,Haikou Meilan Int'l (HAK / ZJHK),Sun 04:45PM CST,Sun 05:38PM CST
2162,CSN3880,A320,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 04:35PM CST,Sun 05:36PM CST
2163,CDC8995,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 03:38PM CST,Sun 05:36PM CST
2164,CSN3162,A359,Beijing Daxing International Airport (PKX / ZBAD),Sun 02:47PM CST,Sun 05:34PM CST
2165,CSN3616,A320,Harbin Taiping Int'l (HRB / ZYHB),Sun 01:21PM CST,Sun 05:31PM CST
2166,CSN3232,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 03:20PM CST,Sun 05:29PM CST
2167,CSN6796,A320,Haikou Meilan Int'l (HAK / ZJHK),Sun 04:36PM CST,Sun 05:27PM CST
2168,CHH6012,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 03:29PM CST,Sun 05:25PM CST
2169,CCA4349,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 04:01PM CST,Sun 05:24PM CST
2170,CXA8347,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sun 04:00PM CST,Sun 05:20PM CST
2171,CXA8381,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 03:22PM CST,Sun 05:18PM CST
2172,CBJ5228,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 03:49PM CST,Sun 05:14PM CST
2173,CES5257,A321,Qingdao Liuting Int'l (TAO / ZSQD),Sun 02:16PM CST,Sun 05:12PM CST
2174,CSN3706,A320,Wuhan Tianhe (WUH / ZHHH),Sun 03:38PM CST,Sun 05:10PM CST
2175,CSN3672,A320,Yiwu (YIW / ZSYW),Sun 03:22PM CST,Sun 05:08PM CST
2176,CSZ9862,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 03:11PM CST,Sun 05:07PM CST
2177,CSN6739,A321,Sanya Phoenix Int'l (SYX / ZJSY),Sun 03:59PM CST,Sun 05:05PM CST
2178,CHH7809,B789,Beijing Capital Int'l (PEK / ZBAA),Sun 02:16PM CST,Sun 05:04PM CST
2179,CSN3538,A21N,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 02:54PM CST,Sun 05:04PM CST
2180,CES5309,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 02:49PM CST,Sun 05:01PM CST
2181,CES5132,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 03:04PM CST,Sun 05:00PM CST
2182,CSN6295,B738,Guiyang Longdongbao (KWE / ZUGY),Sun 03:52PM CST,Sun 04:59PM CST
2183,CSN6495,A320,Changchun Longjia Int'l (CGQ / ZYCC),Sun 01:02PM CST,Sun 04:57PM CST
2184,CSN3518,A321,Ningbo Lishe Int'l (NGB / ZSNB),Sun 02:59PM CST,Sun 04:57PM CST
2185,CSC8733,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 02:49PM CST,Sun 04:55PM CST
2186,CSN3150,B788,Beijing Daxing International Airport (PKX / ZBAD),Sun 02:15PM CST,Sun 04:53PM CST
2187,CES5307,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 02:43PM CST,Sun 04:51PM CST
2188,CQH8855,A320,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 02:39PM CST,Sun 04:50PM CST
2189,CUA5899,737,Beijing Daxing International Airport (PKX / ZBAD),Sun 01:59PM CST,Sun 04:48PM CST
2190,CSN6961,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sun 12:17PM CST,Sun 04:47PM CST
2191,CSN5302,A320,Harbin Taiping Int'l (HRB / ZYHB),Sun 12:33PM CST,Sun 04:44PM CST
2192,CSN6339,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 12:58PM CST,Sun 04:42PM CST
2193,JYH1028,B738,Guiyang Longdongbao (KWE / ZUGY),Sun 03:20PM CST,Sun 04:42PM CST
2194,CSN6979,B738,Urumqi Diwopu Int'l (URC / ZWWW),Sun 12:06PM CST,Sun 04:39PM CST
2195,CSN3416,A21N,Kunming Changshui Int'l (KMG / ZPPP),Sun 03:10PM CST,Sun 04:38PM CST
2196,CSN3244,A320,Nanyang (NNY / ZHNY),Sun 02:51PM CST,Sun 04:36PM CST
2197,CSN3870,A21N,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 02:42PM CST,Sun 04:35PM CST
2198,CSN6771,A321,Haikou Meilan Int'l (HAK / ZJHK),Sun 03:43PM CST,Sun 04:32PM CST
2199,CES6625,A333,Beijing Daxing International Airport (PKX / ZBAD),Sun 01:49PM CST,Sun 04:30PM CST
2200,CHH7243,B738,Dongying Shengli (DOY / ZSDY),Sun 01:45PM CST,Sun 04:28PM CST
2201,CSN3106,A359,Beijing Daxing International Airport (PKX / ZBAD),Sun 01:44PM CST,Sun 04:25PM CST
2202,CES2917,A321,Wuxi (WUX / ZSWX),Sun 02:12PM CST,Sun 04:22PM CST
2203,CSZ9658,A320,Penglai International (YNT / ZSYT),Sun 01:00PM CST,Sun 04:18PM CST
2204,CSN8778,A320,Penglai International (YNT / ZSYT),Sun 12:47PM CST,Sun 04:15PM CST
2205,CSN3752,A21N,Taiyuan Wusu (TYN / ZBYN),Sun 01:43PM CST,Sun 04:15PM CST
2206,CSN6625,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 02:10PM CST,Sun 04:12PM CST
2207,CSN5360,A21N,Hefei Xinqiao Airport (HFE / ZSOF),Sun 02:18PM CST,Sun 04:11PM CST
2208,CCA4301,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 02:24PM CST,Sun 04:10PM CST
2209,CSN8110,B789,Vancouver Int'l (CYVR),Sat 11:38AM PST,Sun 04:08PM CST
2210,CSN3532,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 02:06PM CST,Sun 04:08PM CST
2211,CES5739,B732,Kunming Changshui Int'l (KMG / ZPPP),Sun 02:38PM CST,Sun 04:05PM CST
2212,CCA1721,A333,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 02:14PM CST,Sun 04:03PM CST
2213,CSN3600,A21N,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 02:07PM CST,Sun 04:02PM CST
2214,CSN3884,B738,Yiwu (YIW / ZSYW),Sun 02:00PM CST,Sun 03:59PM CST
2215,CSN6789,B738,Nanyang (NNY / ZHNY),Sun 02:03PM CST,Sun 03:59PM CST
2216,CSN5630,B738,Changsha Huanghua Int'l (CSX / ZGHA),Sun 02:48PM CST,Sun 03:55PM CST
2217,CSN3494,A21N,Kunming Changshui Int'l (KMG / ZPPP),Sun 02:34PM CST,Sun 03:55PM CST
2218,CSN3186,A321,Beijing Daxing International Airport (PKX / ZBAD),Sun 01:10PM CST,Sun 03:54PM CST
2219,CHH7730,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 01:46PM CST,Sun 03:49PM CST
2220,CHH7807,A333,Beijing Capital Int'l (PEK / ZBAA),Sun 12:52PM CST,Sun 03:47PM CST
2221,CSN8739,A320,Rizhao Shanzihe (RIZ / ZSRZ),Sun 01:19PM CST,Sun 03:45PM CST
2222,CSC8747,A321,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 02:16PM CST,Sun 03:44PM CST
2223,CSN3318,A319,Longnan Chengzhou (LNL / ZLLN),Sun 01:42PM CST,Sun 03:42PM CST
2224,CSN3328,RJ85,Zhanjiang (ZHA / ZGZJ),Sun 02:53PM CST,Sun 03:40PM CST
2225,CSN3742,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 02:37PM CST,Sun 03:39PM CST
2226,CSN6733,A321,Sanya Phoenix Int'l (SYX / ZJSY),Sun 02:30PM CST,Sun 03:38PM CST
2227,CSN3345,B738,Wuhan Tianhe (WUH / ZHHH),Sun 02:09PM CST,Sun 03:36PM CST
2228,CSN5444,A319,Dali (DLU / ZPDL),Sun 01:50PM CST,Sun 03:35PM CST
2229,CSC8741,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 01:48PM CST,Sun 03:33PM CST
2230,CSN3134,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Sun 12:46PM CST,Sun 03:32PM CST
2231,CSN3764,A320,Wenzhou Int'l (WNZ / ZSWZ),Sun 01:42PM CST,Sun 03:32PM CST
2232,CCA4317,A321,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 01:42PM CST,Sun 03:30PM CST
2233,CSZ9824,B738,Wuxi (WUX / ZSWX),Sun 01:23PM CST,Sun 03:30PM CST
2234,CSN3510,A21N,Jinan Yaoqiang (TNA / ZSJN),Sun 12:54PM CST,Sun 03:28PM CST
2235,CES2476,B738,Huangyan Luqiao (HYN / ZSLQ),Sun 01:27PM CST,Sun 03:27PM CST
2236,CSN3102,A359,Beijing Daxing International Airport (PKX / ZBAD),Sun 12:43PM CST,Sun 03:26PM CST
2237,CSN3694,A21N,Ningbo Lishe Int'l (NGB / ZSNB),Sun 01:28PM CST,Sun 03:24PM CST
2238,CSN3238,A330,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 01:15PM CST,Sun 03:22PM CST
2239,CQH8899,A320,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Sun 12:45PM CST,Sun 03:21PM CST
2240,CSN3438,A330,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 01:33PM CST,Sun 03:19PM CST
2241,CHH7152,B738,Shanghai Pudong Int'l (PVG / ZSPD),Sun 01:05PM CST,Sun 03:17PM CST
2242,CSN3070,B789,Tan Son Nhat Int'l (SGN / VVTS),Sun 11:51AM +07,Sun 03:15PM CST
2243,CES5259,A320,Jinan Yaoqiang (TNA / ZSJN),Sun 12:46PM CST,Sun 03:11PM CST
2244,CSN6493,A320,Changchun Longjia Int'l (CGQ / ZYCC),Sun 10:58AM CST,Sun 03:10PM CST
2245,CSN3986,B738,Jining (JNG / ZSJG),Sun 01:04PM CST,Sun 03:08PM CST
2246,CCA4395,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 01:42PM CST,Sun 03:05PM CST
2247,CSN6347,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 11:28AM CST,Sun 03:04PM CST
2248,CSN6476,B737,Yichang (YIH / ZHYC),Sun 01:27PM CST,Sun 03:03PM CST
2249,CSN6261,A320,Harbin Taiping Int'l (HRB / ZYHB),Sun 10:48AM CST,Sun 03:03PM CST
2250,CCA1339,A333,Beijing Capital Int'l (PEK / ZBAA),Sun 12:00PM CST,Sun 03:00PM CST
2251,CSZ9972,A320,Jinan Yaoqiang (TNA / ZSJN),Sun 12:30PM CST,Sun 02:59PM CST
2252,CSZ9676,A320,Changzhou Benniu (CZX / ZSCG),Sun 12:52PM CST,Sun 02:58PM CST
2253,CUA5897,737,Beijing Daxing International Airport (PKX / ZBAD),Sun 12:02PM CST,Sun 02:56PM CST
2254,CSZ9226,A320,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 12:46PM CST,Sun 02:56PM CST
2255,CSC3155,A321,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 01:05PM CST,Sun 02:55PM CST
2256,CSN3716,A21N,Qingdao Liuting Int'l (TAO / ZSQD),Sun 11:45AM CST,Sun 02:51PM CST
2257,CSN8216,A320,Yancheng (YNZ / ZSYN),Sun 12:32PM CST,Sun 02:49PM CST
2258,CSN3691,B738,Guiyang Longdongbao (KWE / ZUGY),Sun 01:40PM CST,Sun 02:49PM CST
2259,CCA1837,B738,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 12:37PM CST,Sun 02:48PM CST
2260,CSN3844,A21N,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 12:47PM CST,Sun 02:46PM CST
2261,CSN3844,A21N,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 12:47PM CST,Sun 02:46PM CST
2262,CES5737,B738,Kunming Changshui Int'l (KMG / ZPPP),Sun 01:15PM CST,Sun 02:44PM CST
2263,CES5305,A332,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 12:31PM CST,Sun 02:42PM CST
2264,CSN3393,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 12:36PM CST,Sun 02:41PM CST
2265,CES5215,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 12:44PM CST,Sun 02:39PM CST
2266,CCA1381,B738,Hohhot Baita Int'l (HET / ZBHH),Sun 11:42AM CST,Sun 02:39PM CST
2267,CSZ9860,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 12:40PM CST,Sun 02:38PM CST
2268,CSN3900,A320,Changzhou Benniu (CZX / ZSCG),Sun 12:31PM CST,Sun 02:37PM CST
2269,CSN3804,B789,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 12:38PM CST,Sun 02:35PM CST
2270,CSZ9442,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 12:49PM CST,Sun 02:34PM CST
2271,CHH7142,A333,Shanghai Pudong Int'l (PVG / ZSPD),Sun 12:14PM CST,Sun 02:33PM CST
2272,DKH1043,A320,Shanghai Pudong Int'l (PVG / ZSPD),Sun 12:17PM CST,Sun 02:31PM CST
2273,CHH7262,A333,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 12:31PM CST,Sun 02:28PM CST
2274,CHH7552,B738,Hanzhong (HZG / ZLHZ),Sun 12:37PM CST,Sun 02:28PM CST
2275,CES9729,737,Dehong Mangshi (LUM / ZPMS),Sun 12:45PM CST,Sun 02:27PM CST
2276,CSN3605,A320,Changchun Longjia Int'l (CGQ / ZYCC),Sun 10:14AM CST,Sun 02:22PM CST
2277,CSN3112,A330,Beijing Daxing International Airport (PKX / ZBAD),Sun 11:45AM CST,Sun 02:22PM CST
2278,CSN3379,A320,Changsha Huanghua Int'l (CSX / ZGHA),Sun 01:15PM CST,Sun 02:20PM CST
2279,CCA1315,747,Beijing Capital Int'l (PEK / ZBAA),Sun 11:31AM CST,Sun 02:17PM CST
2280,CXA8373,B738,Xiamen Gaoqi Int'l (XMN / ZSAM),Sun 01:08PM CST,Sun 02:15PM CST
2281,CSN8715,A321,Haikou Meilan Int'l (HAK / ZJHK),Sun 01:17PM CST,Sun 02:11PM CST
2282,GCR7895,A332,Tianjin Binhai Int'l (TSN / ZBTJ),Sun 11:24AM CST,Sun 02:09PM CST
2283,CCA4351,B737,Luzhou (LZO / ZULZ),Sun 12:35PM CST,Sun 02:06PM CST
2284,CSN8252,A320,Luzhou (LZO / ZULZ),Sun 12:30PM CST,Sun 02:03PM CST
2285,CSN3524,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 12:00PM CST,Sun 02:03PM CST
2286,CSN3702,A21N,Taiyuan Wusu (TYN / ZBYN),Sun 11:39AM CST,Sun 02:02PM CST
2287,CSH9311,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 02:01PM CST,03:59PM CST (?)
2288,CES6201,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 12:12PM CST,Sun 01:58PM CST
2289,CSN3893,B738,Jieyang Chaoshan International Airport (SWA / ZGOW),Sun 01:05PM CST,Sun 01:55PM CST
2290,CSN3284,A320,Quanzhou Jinjiang (JJN / ZSQZ),Sun 12:43PM CST,Sun 01:54PM CST
2291,CSZ9822,B738,Wuxi (WUX / ZSWX),Sun 11:44AM CST,Sun 01:52PM CST
2292,CSN3410,A359,Kunming Changshui Int'l (KMG / ZPPP),Sun 12:29PM CST,Sun 01:52PM CST
2293,QTR874,B77W,Hamad Int'l (DOH / OTHH),Sun 02:33AM +03,Sun 01:49PM CST
2294,CES5303,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 11:42AM CST,Sun 01:47PM CST
2295,CSN3640,B738,Nantong (NTG / ZSNT),Sun 11:19AM CST,Sun 01:46PM CST
2296,CSN3488,A320,Lijiang (LJG / ZPLJ),Sun 11:50AM CST,Sun 01:46PM CST
2297,CSZ8996,A319,Tengchong Tuofeng (TCZ / ZPTC),Sun 11:54AM CST,Sun 01:44PM CST
2298,CSN3166,B789,Beijing Daxing International Airport (PKX / ZBAD),Sun 11:01AM CST,Sun 01:43PM CST
2299,CSN6529,A320,Xinzhou Wutaishan (WUT / ZBXZ),Sun 10:58AM CST,Sun 01:40PM CST
2300,CSN3132,A21N,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Sun 11:05AM CST,Sun 01:40PM CST
2301,CSN6367,A321,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 10:00AM CST,Sun 01:38PM CST
2302,CSN8234,A320,Baoshan (BSD / ZPBS),Sun 11:50AM CST,Sun 01:36PM CST
2303,CQH6156,A320,Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Sun 11:01AM CST,Sun 01:35PM CST
2304,CSN3650,A21N,Fuzhou Changle Int'l (FOC / ZSFZ),Sun 12:10PM CST,Sun 01:35PM CST
2305,CSN3778,B738,Ningbo Lishe Int'l (NGB / ZSNB),Sun 11:35AM CST,Sun 01:33PM CST
2306,CSN3645,B737,Wuhan Tianhe (WUH / ZHHH),Sun 12:02PM CST,Sun 01:30PM CST
2307,CSN3636,A320,Lianyungang (LYG / ZSLG),Sun 11:11AM CST,Sun 01:29PM CST
2308,CHH7070,B738,Kunming Changshui Int'l (KMG / ZPPP),Sun 11:54AM CST,Sun 01:28PM CST
2309,CSN3270,B738,Yinchuan Helanshan (INC / ZLIC),Sun 10:42AM CST,Sun 01:26PM CST
2310,CSN3202,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 11:08AM CST,Sun 01:22PM CST
2311,CCA4593,B738,Yuncheng (YCU / ZBYC),Sun 11:05AM CST,Sun 01:22PM CST
2312,CSN3514,A321,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 11:17AM CST,Sun 01:20PM CST
2313,CSN3534,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 11:06AM CST,Sun 01:19PM CST
2314,CSN3482,A320,Dali (DLU / ZPDL),Sun 11:33AM CST,Sun 01:19PM CST
2315,CSN3300,A319,Handan (HDG / ZBHD),Sun 10:56AM CST,Sun 01:15PM CST
2316,CUA5829,737,Shiyan Wudangshan (WDS / ZHSY),Sun 11:10AM CST,Sun 01:13PM CST
2317,CUA5829,737,Shiyan Wudangshan (WDS / ZHSY),Sun 11:10AM CST,Sun 01:13PM CST
2318,CCA9685,B773,Beijing Capital Int'l (PEK / ZBAA),Sun 10:14AM CST,Sun 01:11PM CST
2319,CSZ9858,A320,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 11:17AM CST,Sun 01:09PM CST
2320,DKH1037,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 10:59AM CST,Sun 01:08PM CST
2321,CCA4305,A332,Chengdu Shuangliu Int'l (CTU / ZUUU),Sun 11:24AM CST,Sun 01:08PM CST
2322,CSN5632,A320,Changsha Huanghua Int'l (CSX / ZGHA),Sun 11:57AM CST,Sun 01:06PM CST
2323,CCA4584,B737,Guang Yuan (GYS / ZUGU),Sun 11:08AM CST,Sun 01:03PM CST
2324,CCA4319,B738,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 11:38AM CST,Sun 01:01PM CST
2325,CSN3196,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 11:03AM CST,Sun 01:00PM CST
2326,CSN3930,A320,Zunyi (ZYI / ZUZY),Sun 11:45AM CST,Sun 12:59PM CST
2327,CSN3522,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 11:10AM CST,Sun 12:57PM CST
2328,CHH7770,B738,Ningbo Lishe Int'l (NGB / ZSNB),Sun 10:56AM CST,Sun 12:55PM CST
2329,CSN3364,A320,Luoyang (LYA / ZHLY),Sun 10:59AM CST,Sun 12:53PM CST
2330,CSZ9956,B738,Shubuling (LYI / ZSLY),Sun 10:23AM CST,Sun 12:50PM CST
2331,CSH9309,B789,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 10:34AM CST,Sun 12:50PM CST
2332,CDC8699,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 10:54AM CST,Sun 12:49PM CST
2333,CSN6746,A21N,Sanya Phoenix Int'l (SYX / ZJSY),Sun 11:41AM CST,Sun 12:46PM CST
2334,CDC8699,A320,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 10:54AM CST,Sun 12:49PM CST
2335,CSN6746,A21N,Sanya Phoenix Int'l (SYX / ZJSY),Sun 11:41AM CST,Sun 12:46PM CST
2336,CES6950,B732,Ningbo Lishe Int'l (NGB / ZSNB),Sun 10:47AM CST,Sun 12:42PM CST
2337,CSN3240,A320,Dayong (DYG / ZGDY),Sun 11:20AM CST,Sun 12:40PM CST
2338,CES5735,B738,Kunming Changshui Int'l (KMG / ZPPP),Sun 11:14AM CST,Sun 12:38PM CST
2339,CSN3000,A359,Beijing Daxing International Airport (PKX / ZBAD),Sun 09:59AM CST,Sun 12:35PM CST
2340,CSN3498,A320,Kunming Changshui Int'l (KMG / ZPPP),Sun 11:10AM CST,Sun 12:34PM CST
2341,CSN3906,A320,Harbin Taiping Int'l (HRB / ZYHB),Sun 08:22AM CST,Sun 12:31PM CST
2342,CSN3728,B738,Yiwu (YIW / ZSYW),Sun 10:49AM CST,Sun 12:30PM CST
2343,CSN3294,B737,Xinyang Minggang Airport (XAI / ZHXY),Sun 10:50AM CST,Sun 12:28PM CST
2344,CHH7214,A333,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 10:33AM CST,Sun 12:26PM CST
2345,CSN3320,A319,Anqing (AQG / ZSAQ),Sun 10:45AM CST,Sun 12:25PM CST
2346,CSZ9820,B738,Wuxi (WUX / ZSWX),Sun 10:07AM CST,Sun 12:23PM CST
2347,CSN3958,E190,Yangzhou Taizhou (YTY / ZSYA),Sun 10:12AM CST,Sun 12:22PM CST
2348,CSN3812,A21N,Wenzhou Int'l (WNZ / ZSWZ),Sun 10:41AM CST,Sun 12:20PM CST
2349,CHB6253,A320,Chongqing Jiangbei Int'l (CKG / ZUCK),Sun 10:55AM CST,Sun 12:20PM CST
2350,CSN6341,A320,Changchun Longjia Int'l (CGQ / ZYCC),Sun 08:19AM CST,Sun 12:18PM CST
2351,CSN3400,B738,Mianyang Nanjiao (MIG / ZUMY),Sun 10:22AM CST,Sun 12:16PM CST
2352,CSN6457,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Sun 08:49AM CST,Sun 12:14PM CST
2353,CSN3376,A320,Nanchang Changbei Int'l (KHN / ZSCN),Sun 10:56AM CST,Sun 12:11PM CST
2354,CCA1321,A333,Beijing Capital Int'l (PEK / ZBAA),Sun 09:13AM CST,Sun 12:10PM CST
2355,CSN3340,A319,Meixian (MXZ / ZGMX),Sun 11:14AM CST,Sun 12:09PM CST
2356,CSN3372,A319,Xichang Qingshan (XIC / ZUXC),Sun 10:11AM CST,Sun 12:06PM CST
2357,CSN3548,B77W,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 10:00AM CST,Sun 12:06PM CST
2358,CSN6286,B738,Wuhan Tianhe (WUH / ZHHH),Sun 10:32AM CST,Sun 12:03PM CST
2359,CSN6301,A320,Shenyang Taoxian Int'l (SHE / ZYTX),Sun 08:21AM CST,Sun 11:59AM CST
2360,CES5251,B733,Taiyuan Wusu (TYN / ZBYN),Sun 09:25AM CST,Sun 11:57AM CST
2361,CES2301,A333,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 09:42AM CST,Sun 11:54AM CST
2362,CSH9307,A333,Shanghai Hongqiao Int'l (SHA / ZSSS),Sun 09:49AM CST,Sun 11:53AM CST
2363,CSN3108,A21N,Beijing Daxing International Airport (PKX / ZBAD),Sun 09:01AM CST,Sun 11:53AM CST
2364,CXA8319,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 09:59AM CST,Sun 11:51AM CST
2365,CSZ9980,B738,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 09:55AM CST,Sun 11:48AM CST
2366,CSC8161,A321,Harbin Taiping Int'l (HRB / ZYHB),Sun 07:41AM CST,Sun 11:47AM CST
2367,CSN6791,A21N,Haikou Meilan Int'l (HAK / ZJHK),Sun 10:55AM CST,Sun 11:46AM CST
2368,CES2807,A321,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 09:43AM CST,Sun 11:45AM CST
2369,CSN8258,A320,Wanxian (WXN / ZUWX),Sun 10:00AM CST,Sun 11:40AM CST
2370,CSZ9856,B738,Nanjing Lukou Int'l (NKG / ZSNJ),Sun 09:37AM CST,Sun 11:38AM CST
2371,CXA8309,B738,Fuzhou Changle Int'l (FOC / ZSFZ),Sun 10:03AM CST,Sun 11:37AM CST
2372,CSN3946,A319,Jinggangshan (JGS / ZSJA),Sun 10:39AM CST,Sun 11:35AM CST
2373,CSN3216,B738,Xi'an Xianyang Int'l (XIY / ZLXY),Sun 09:19AM CST,Sun 11:32AM CST
2374,JYH1270,B738,Yichang (YIH / ZHYC),Sun 09:20AM CST,Sun 11:31AM CST
2375,CDG4659,B738,Jinan Yaoqiang (TNA / ZSJN),Sun 08:54AM CST,Sun 11:30AM CST
2376,CSC8205,A320,Kunming Changshui Int'l (KMG / ZPPP),Sun 10:05AM CST,Sun 11:28AM CST
2377,CSZ9964,A320,Wenzhou Int'l (WNZ / ZSWZ),Sun 09:45AM CST,Sun 11:26AM CST
2378,CHH7132,B738,Shanghai Pudong Int'l (PVG / ZSPD),Sun 09:11AM CST,Sun 11:24AM CST
2379,CES6623,B789,Beijing Daxing International Airport (PKX / ZBAD),Sun 08:44AM CST,Sun 11:22AM CST
2380,CCA1729,A330,Hangzhou Xiaoshan Int'l (HGH / ZSHC),Sun 09:28AM CST,Sun 11:20AM CST
2381,CCA1351,B773,Beijing Capital Int'l (PEK / ZBAA),Sun 08:29AM CST,Sun 11:19AM CST
2382,CSN3304,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Sun 08:25AM CST,Sun 11:13AM CST
2383,CHH7805,B789,Beijing Capital Int'l (PEK / ZBAA),Sun 08:18AM CST,Sun 11:12AM CST
2384,CSN3959,B738,Zhengzhou Xinzheng Int'l (CGO / ZHCC),Sun 09:02AM CST,Sun 11:08AM CST
2385,CXA8313,B738,Tianjin Binhai Int'l (TSN / ZBTJ),Sun 08:14AM CST,Sun 11:07AM CST
2386,CSN8711,A321,Haikou Meilan Int'l (HAK / ZJHK),Sun 10:13AM CST,Sun 11:04AM CST
2387,CSN3200,B738,Linfen Qiaoli (LFQ / ZBLF),Sun 08:42AM CST,Sun 11:02AM CST
